    97,156ms ID:00014E89 Pr:00000000             0 +         7,023 A9955C9D4613D15F154CD92A0463DBA1          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\enus.sc2assets" "LocalizedData/Sounds/VO/Ambient_TaldarimHero_TaldarimHero_010.fxe"
    97,156ms ID:00014EE0 Pr:00000000             0 +       180,461 17B34FD3455579CD791245C9D9B66628          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/PreloadData.xml"
    97,156ms ID:00014EE1 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WarChestData.xml"
    97,156ms ID:00014EE1 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WarChestData.xml"
    97,156ms ID:00014EE1 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WarChestData.xml"
    97,156ms ID:00014EE2 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WarChestSeasonData.xml"
    97,156ms ID:00014EE2 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WarChestSeasonData.xml"
    97,156ms ID:00014EE2 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WarChestSeasonData.xml"
    97,156ms ID:00014EE3 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WaterData.xml"
    97,156ms ID:00014EE3 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WaterData.xml"
    97,156ms ID:00014EE3 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WaterData.xml"
    97,156ms ID:00014EE4 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WeaponData.xml"
    97,156ms ID:00014EE4 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WeaponData.xml"
    97,156ms ID:00014EE4 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/WeaponData.xml"
    97,156ms ID:00014EE5 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemClassData.xml"
    97,156ms ID:00014EE5 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemClassData.xml"
    97,156ms ID:00014EE5 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemClassData.xml"
    97,156ms ID:00014EE6 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemContainerData.xml"
    97,156ms ID:00014EE6 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemContainerData.xml"
    97,156ms ID:00014EE6 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemContainerData.xml"
    97,156ms ID:00014EE7 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemData.xml"
    97,156ms ID:00014EE7 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemData.xml"
    97,156ms ID:00014EE7 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ItemData.xml"
    97,156ms ID:00014EE8 Pr:00000000             0 +        56,796 D4192442EE3A701A793414E18C8FACB2          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UnitData.xml"
    97,156ms ID:00014EE8 Pr:00000000             0 +        56,796 D4192442EE3A701A793414E18C8FACB2          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UnitData.xml"
    97,156ms ID:00014EE8 Pr:00000000             0 +        56,796 D4192442EE3A701A793414E18C8FACB2          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UnitData.xml"
    97,156ms ID:00014EE9 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UpgradeData.xml"
    97,156ms ID:00014EE9 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UpgradeData.xml"
    97,156ms ID:00014EE9 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UpgradeData.xml"
    97,156ms ID:00014EEA Pr:00000000             0 +       506,274 BA59924A198F9F69F99472B00A59CBFF          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UserData.xml"
    97,156ms ID:00014EEA Pr:00000000             0 +       506,274 BA59924A198F9F69F99472B00A59CBFF          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UserData.xml"
    97,156ms ID:00014EEA Pr:00000000             0 +       506,274 BA59924A198F9F69F99472B00A59CBFF          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/UserData.xml"
    97,156ms ID:00014EEB Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/VoiceOverData.xml"
    97,156ms ID:00014EEB Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/VoiceOverData.xml"
    97,156ms ID:00014EEB Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/VoiceOverData.xml"
    97,156ms ID:00014EEC Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/VoicePackData.xml"
    97,156ms ID:00014EEC Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/VoicePackData.xml"
    97,156ms ID:00014EEC Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/VoicePackData.xml"
    97,156ms ID:00014EED Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ValidatorData.xml"
    97,156ms ID:00014EED Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ValidatorData.xml"
    97,156ms ID:00014EED Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ValidatorData.xml"
    97,156ms ID:00014EEE Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/DSPData.xml"
    97,156ms ID:00014EEE Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/DSPData.xml"
    97,156ms ID:00014EEE Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/DSPData.xml"
    97,156ms ID:00014EEF Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/DecalPackData.xml"
    97,156ms ID:00014EEF Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/DecalPackData.xml"
    97,156ms ID:00014EEF Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/DecalPackData.xml"
    97,156ms ID:00014EF0 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/FoWData.xml"
    97,156ms ID:00014EF0 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/FoWData.xml"
    97,156ms ID:00014EF0 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/FoWData.xml"
    97,156ms ID:00014EF1 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/FootprintData.xml"
    97,156ms ID:00014EF1 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/FootprintData.xml"
    97,156ms ID:00014EF1 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/FootprintData.xml"
    97,156ms ID:00014EF2 Pr:00000000             0 +         5,142 2F51D296ED6B3754A7BF872E2D8EA8A0          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/GameData.xml"
    97,156ms ID:00014EF2 Pr:00000000             0 +         5,142 2F51D296ED6B3754A7BF872E2D8EA8A0          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/GameData.xml"
    97,156ms ID:00014EF2 Pr:00000000             0 +         5,142 2F51D296ED6B3754A7BF872E2D8EA8A0          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/GameData.xml"
    97,156ms ID:00014EF3 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/GameUIData.xml"
    97,156ms ID:00014EF3 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/GameUIData.xml"
    97,156ms ID:00014EF3 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/GameUIData.xml"
    97,156ms ID:00014EF4 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/KineticData.xml"
    97,156ms ID:00014EF4 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/KineticData.xml"
    97,156ms ID:00014EF4 Pr:00000000             0 +            55 4E681C25C7960D1D99E129B3E692D281          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/KineticData.xml"
    97,156ms ID:00014EF5 Pr:00000000             0 +        10,464 C13B41F805F649A521BBD719E6E6A4AE          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ObjectiveData.xml"
    97,156ms ID:00014EF5 Pr:00000000             0 +        10,464 C13B41F805F649A521BBD719E6E6A4AE          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ObjectiveData.xml"
    97,156ms ID:00014EF5 Pr:00000000             0 +        10,464 C13B41F805F649A521BBD719E6E6A4AE          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "GameData/ObjectiveData.xml"
    97,156ms ID:00014EF6 Pr:00000000             0 +       500,913 3BA1666C960E99D351A35F0C035EEE6F          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignLib.galaxy"
    97,156ms ID:00014EF7 Pr:00000000             0 +        42,288 1A67A1A95DE244A512AE9616950DD713          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignLib_h.galaxy"
    97,156ms ID:00014EF6 Pr:00000000             0 +       500,913 3BA1666C960E99D351A35F0C035EEE6F          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignLib.galaxy"
    97,156ms ID:00014EF7 Pr:00000000             0 +        42,288 1A67A1A95DE244A512AE9616950DD713          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignLib_h.galaxy"
    97,156ms ID:00014EF6 Pr:00000000             0 +       500,913 3BA1666C960E99D351A35F0C035EEE6F          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignLib.galaxy"
    97,156ms ID:00014EF7 Pr:00000000             0 +        42,288 1A67A1A95DE244A512AE9616950DD713          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignLib_h.galaxy"
    97,156ms ID:00014EF8 Pr:00000000             0 +       393,849 E3616D55760011C80A5239B6CAA13EB2          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignMissionLib.galaxy"
    97,156ms ID:00014EF8 Pr:00000000             0 +       393,849 E3616D55760011C80A5239B6CAA13EB2          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignMissionLib.galaxy"
    97,156ms ID:00014EF8 Pr:00000000             0 +       393,849 E3616D55760011C80A5239B6CAA13EB2          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignMissionLib.galaxy"
    97,156ms ID:00014EF9 Pr:00000000             0 +        26,401 4A33F6EB368CD24191E402AFBE288639          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignMissionLib_h.galaxy"
    97,156ms ID:00014EF9 Pr:00000000             0 +        26,401 4A33F6EB368CD24191E402AFBE288639          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignMissionLib_h.galaxy"
    97,156ms ID:00014EF9 Pr:00000000             0 +        26,401 4A33F6EB368CD24191E402AFBE288639          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignMissionLib_h.galaxy"
    97,156ms ID:00014EFA Pr:00000000             0 +       298,485 AA4FC522295B4AB0DB0DC218D3AA30CD          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignStoryLib.galaxy"
    97,156ms ID:00014EFA Pr:00000000             0 +       298,485 AA4FC522295B4AB0DB0DC218D3AA30CD          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignStoryLib.galaxy"
    97,156ms ID:00014EFA Pr:00000000             0 +       298,485 AA4FC522295B4AB0DB0DC218D3AA30CD          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignStoryLib.galaxy"
    97,156ms ID:00014EFB Pr:00000000             0 +        27,391 36C5A45913170293B1F8949AF65914D5          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignStoryLib_h.galaxy"
    97,156ms ID:00014EFB Pr:00000000             0 +        27,391 36C5A45913170293B1F8949AF65914D5          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignStoryLib_h.galaxy"
    97,156ms ID:00014EFB Pr:00000000             0 +        27,391 36C5A45913170293B1F8949AF65914D5          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignStoryLib_h.galaxy"
    97,156ms ID:00014EFC Pr:00000000             0 +       575,705 A23548FF185C814D06BAFB5235BF9F92          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignUILib.galaxy"
    97,156ms ID:00014EFC Pr:00000000             0 +       575,705 A23548FF185C814D06BAFB5235BF9F92          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignUILib.galaxy"
    97,156ms ID:00014EFC Pr:00000000             0 +       575,705 A23548FF185C814D06BAFB5235BF9F92          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignUILib.galaxy"
    97,156ms ID:00014EFD Pr:00000000             0 +        38,775 A18FE1F066E4C978514EB0710CE84A71          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignUILib_h.galaxy"
    97,156ms ID:00014EFD Pr:00000000             0 +        38,775 A18FE1F066E4C978514EB0710CE84A71          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignUILib_h.galaxy"
    97,156ms ID:00014EFD Pr:00000000             0 +        38,775 A18FE1F066E4C978514EB0710CE84A71          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "TriggerLibs/VoidCampaignUILib_h.galaxy"
    97,156ms ID:00014EFE Pr:00000000             0 +         2,189 67B41D16F6478644FADE0B52E388DE69          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "UI/Layout/Custom/LotV_Debug.SC2Layout"
    97,156ms ID:00014EFF Pr:00000000             0 +           135 2503C26ED0603C8921736710B5446C25          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "UI/Layout/DescIndex.SC2Layout"
    97,156ms ID:00014EFE Pr:00000000             0 +         2,189 67B41D16F6478644FADE0B52E388DE69          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "UI/Layout/Custom/LotV_Debug.SC2Layout"
    97,156ms ID:00014EFF Pr:00000000             0 +           135 2503C26ED0603C8921736710B5446C25          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "UI/Layout/DescIndex.SC2Layout"
    97,156ms ID:00014EFE Pr:00000000             0 +         2,189 67B41D16F6478644FADE0B52E388DE69          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "UI/Layout/Custom/LotV_Debug.SC2Layout"
    97,156ms ID:00014EFF Pr:00000000             0 +           135 2503C26ED0603C8921736710B5446C25          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "UI/Layout/DescIndex.SC2Layout"
    97,156ms ID:00014F00 Pr:00000000             0 +         1,656 E3ECA5EFA5977BB4A4A4687916D30C83          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "UI/FontStyles.SC2Style"
    97,156ms ID:00014F00 Pr:00000000             0 +         1,656 E3ECA5EFA5977BB4A4A4687916D30C83          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "UI/FontStyles.SC2Style"
    97,156ms ID:00014F00 Pr:00000000             0 +         1,656 E3ECA5EFA5977BB4A4A4687916D30C83          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "UI/FontStyles.SC2Style"
    97,156ms ID:00014F01 Pr:00000000             0 +     2,794,484 B50FCC9D3EE6579E1497C6FB953AF37A          RequestFile() "campaigns\voidstory.sc2campaign\base.sc2data" "PreloadAssetDB.txt"
    97,156ms ID:00014F01 Pr:00000000             0 +     2,794,484 B50FCC9D3EE6579E1497C6FB953AF37A          ProcessUnprocessedRequests(): Request already completed "campaigns\voidstory.sc2campaign\base.sc2data" "PreloadAssetDB.txt"
    97,156ms ID:00014F01 Pr:00000000             0 +     2,794,484 B50FCC9D3EE6579E1497C6FB953AF37A          ReleaseRequest(): Success "campaigns\voidstory.sc2campaign\base.sc2data" "PreloadAssetDB.txt"
    97,156ms                                                                                                 Unpause(): 1 => 0
   122,875ms ID:00014F02 Pr:01040000             0 +     1,271,941 1C3EFFAFCEB34019B50FB4922C34CBD3          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Uni\Ambience\Gluescreens\Ambience_MainMenu.ogg"
   122,875ms ID:00014F02 Pr:01040000             0 +     1,271,941 1C3EFFAFCEB34019B50FB4922C34CBD3          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Uni\Ambience\Gluescreens\Ambience_MainMenu.ogg"
   122,875ms ID:00014F02 Pr:01040000             0 +     1,271,941 1C3EFFAFCEB34019B50FB4922C34CBD3          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Uni\Ambience\Gluescreens\Ambience_MainMenu.ogg"
   122,875ms ID:00014F03 Pr:01040000             0 +     2,390,507 8CF032F246AD6686C6B029F905E75DC7          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part02.ogg"
   122,875ms ID:00014F04 Pr:01040000             0 +       637,354 3EAE2AD1FE4F31B49B1C0CE6BE134A03          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Sting1.ogg"
   122,875ms ID:00014F03 Pr:01040000             0 +     2,390,507 8CF032F246AD6686C6B029F905E75DC7          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part02.ogg"
   122,875ms ID:00014F04 Pr:01040000             0 +       637,354 3EAE2AD1FE4F31B49B1C0CE6BE134A03          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Sting1.ogg"
   122,875ms ID:00014F03 Pr:01040000             0 +     2,390,507 8CF032F246AD6686C6B029F905E75DC7          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part02.ogg"
   122,875ms ID:00014F04 Pr:01040000             0 +       637,354 3EAE2AD1FE4F31B49B1C0CE6BE134A03          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Sting1.ogg"
   122,875ms ID:00014F05 Pr:01040000             0 +     8,854,606 34CBEC2FFFEEDA103311B0CCDDC1C2DE          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MainTitleSC1-01.ogg"
   122,875ms ID:00014F06 Pr:01040000             0 +     2,394,728 E4B39201E63E61A26CB2305EC72061DF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue03.ogg"
   122,875ms ID:00014F05 Pr:01040000             0 +     8,854,606 34CBEC2FFFEEDA103311B0CCDDC1C2DE          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MainTitleSC1-01.ogg"
   122,875ms ID:00014F06 Pr:01040000             0 +     2,394,728 E4B39201E63E61A26CB2305EC72061DF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue03.ogg"
   122,875ms ID:00014F05 Pr:01040000             0 +     8,854,606 34CBEC2FFFEEDA103311B0CCDDC1C2DE          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MainTitleSC1-01.ogg"
   122,875ms ID:00014F06 Pr:01040000             0 +     2,394,728 E4B39201E63E61A26CB2305EC72061DF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue03.ogg"
   122,921ms ID:00014F07 Pr:01040000             0 +     2,153,173 DC805D37CBA0FEFC2AF8D8978E9B3140          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Full.ogg"
   122,921ms ID:00014F08 Pr:01040000             0 +     1,984,166 F898039246B63F3DE5DFC5338AE60437          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Remix.ogg"
   122,921ms ID:00014F07 Pr:01040000             0 +     2,153,173 DC805D37CBA0FEFC2AF8D8978E9B3140          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Full.ogg"
   122,921ms ID:00014F08 Pr:01040000             0 +     1,984,166 F898039246B63F3DE5DFC5338AE60437          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Remix.ogg"
   122,921ms ID:00014F07 Pr:01040000             0 +     2,153,173 DC805D37CBA0FEFC2AF8D8978E9B3140          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Full.ogg"
   122,921ms ID:00014F08 Pr:01040000             0 +     1,984,166 F898039246B63F3DE5DFC5338AE60437          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Remix.ogg"
   122,921ms ID:00014F09 Pr:01040000             0 +     2,193,863 5729F782728EBCDC87B47EB5C823C70A          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P17Full.ogg"
   122,921ms ID:00014F09 Pr:01040000             0 +     2,193,863 5729F782728EBCDC87B47EB5C823C70A          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P17Full.ogg"
   122,921ms ID:00014F09 Pr:01040000             0 +     2,193,863 5729F782728EBCDC87B47EB5C823C70A          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P17Full.ogg"
   127,093ms ID:00014F0A Pr:01040000             0 +     2,390,507 8CF032F246AD6686C6B029F905E75DC7          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part02.ogg"
