13,808,984ms ID:000F7E49 Pr:00000000             0 +         5,904 C6A345E96080AA31A5E82820D5FC4F79          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Textures\btn-command-returncargo.dds"
13,864,843ms ID:000F7EAA Pr:01040000             0 +     1,432,484 117A25EC5880AA0C02A52EB7F6BF2351          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Prologue_UI.ogg"
13,864,843ms ID:000F7EAB Pr:01040000             0 +     2,421,141 2F702ACA3F19B573CF8EC2679E6CBA71          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue02.ogg"
13,864,843ms ID:000F7EAC Pr:01040000             0 +       951,093 B8AE4E3E39B10FFE66A186C42170E435          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC02_Music_Cue03.ogg"
13,864,843ms ID:000F7EAD Pr:01040000             0 +     3,401,265 D836E1E563901CED2A6D82E4A6834B30          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue10.ogg"
13,864,843ms ID:000F7EAE Pr:01040000             0 +     3,526,569 DE119716F435E76BF83E587DDB407F7F          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue03.ogg"
13,864,843ms ID:000F7EAF Pr:01040000             0 +     1,048,450 72AE9247065CBEC9F1918AD747B0F4EF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part03.ogg"
13,864,843ms ID:000F7EB0 Pr:01040000             0 +     1,499,376 522699A30D0176A48DD4FEA2FF5916BB          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_1_FULL.ogg"
13,864,843ms ID:000F7EAA Pr:01040000             0 +     1,432,484 117A25EC5880AA0C02A52EB7F6BF2351          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Prologue_UI.ogg"
13,864,843ms ID:000F7EAB Pr:01040000             0 +     2,421,141 2F702ACA3F19B573CF8EC2679E6CBA71          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue02.ogg"
13,864,843ms ID:000F7EAC Pr:01040000             0 +       951,093 B8AE4E3E39B10FFE66A186C42170E435          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC02_Music_Cue03.ogg"
13,864,843ms ID:000F7EAD Pr:01040000             0 +     3,401,265 D836E1E563901CED2A6D82E4A6834B30          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue10.ogg"
13,864,843ms ID:000F7EAE Pr:01040000             0 +     3,526,569 DE119716F435E76BF83E587DDB407F7F          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue03.ogg"
13,864,843ms ID:000F7EAF Pr:01040000             0 +     1,048,450 72AE9247065CBEC9F1918AD747B0F4EF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part03.ogg"
13,864,843ms ID:000F7EB0 Pr:01040000             0 +     1,499,376 522699A30D0176A48DD4FEA2FF5916BB          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_1_FULL.ogg"
13,864,843ms ID:000F7EAA Pr:01040000             0 +     1,432,484 117A25EC5880AA0C02A52EB7F6BF2351          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Prologue_UI.ogg"
13,864,843ms ID:000F7EAB Pr:01040000             0 +     2,421,141 2F702ACA3F19B573CF8EC2679E6CBA71          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue02.ogg"
13,864,843ms ID:000F7EAC Pr:01040000             0 +       951,093 B8AE4E3E39B10FFE66A186C42170E435          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC02_Music_Cue03.ogg"
13,864,843ms ID:000F7EAD Pr:01040000             0 +     3,401,265 D836E1E563901CED2A6D82E4A6834B30          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue10.ogg"
13,864,843ms ID:000F7EAE Pr:01040000             0 +     3,526,569 DE119716F435E76BF83E587DDB407F7F          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue03.ogg"
13,864,843ms ID:000F7EAF Pr:01040000             0 +     1,048,450 72AE9247065CBEC9F1918AD747B0F4EF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part03.ogg"
13,864,843ms ID:000F7EB0 Pr:01040000             0 +     1,499,376 522699A30D0176A48DD4FEA2FF5916BB          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_1_FULL.ogg"
13,864,843ms ID:000F7EB1 Pr:01040000             0 +     2,920,738 0E08595B659792BFF50998C3A2674C5D          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_2_FULL.ogg"
13,864,843ms ID:000F7EB1 Pr:01040000             0 +     2,920,738 0E08595B659792BFF50998C3A2674C5D          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_2_FULL.ogg"
13,864,843ms ID:000F7EB1 Pr:01040000             0 +     2,920,738 0E08595B659792BFF50998C3A2674C5D          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_2_FULL.ogg"
13,864,843ms ID:000F7EB2 Pr:01040000             0 +     1,427,109 1ED71D52DBB0E398AA0E5EB99205B5E4          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_3_FULL.ogg"
13,864,843ms ID:000F7EB2 Pr:01040000             0 +     1,427,109 1ED71D52DBB0E398AA0E5EB99205B5E4          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_3_FULL.ogg"
13,864,843ms ID:000F7EB2 Pr:01040000             0 +     1,427,109 1ED71D52DBB0E398AA0E5EB99205B5E4          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Evolution_3_FULL.ogg"
13,864,843ms ID:000F7EB3 Pr:01040000             0 +       712,933 4E6C526A21324E87BE126B44167CF8EF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity D.ogg"
13,864,843ms ID:000F7EB3 Pr:01040000             0 +       712,933 4E6C526A21324E87BE126B44167CF8EF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity D.ogg"
13,864,843ms ID:000F7EB3 Pr:01040000             0 +       712,933 4E6C526A21324E87BE126B44167CF8EF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity D.ogg"
13,864,843ms ID:000F7EB4 Pr:01040000             0 +       392,385 CAC510B854CA29F2D90AD81817123D6E          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity F.ogg"
13,864,843ms ID:000F7EB4 Pr:01040000             0 +       392,385 CAC510B854CA29F2D90AD81817123D6E          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity F.ogg"
13,864,843ms ID:000F7EB4 Pr:01040000             0 +       392,385 CAC510B854CA29F2D90AD81817123D6E          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Furiousity F.ogg"
13,864,843ms ID:000F7EB5 Pr:01040000             0 +       442,187 D9729F54EE75F11F6F47EEE1CCBC18DF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicCutscene19_KerriganSavesRaynor.ogg"
13,864,843ms ID:000F7EB5 Pr:01040000             0 +       442,187 D9729F54EE75F11F6F47EEE1CCBC18DF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicCutscene19_KerriganSavesRaynor.ogg"
13,864,843ms ID:000F7EB5 Pr:01040000             0 +       442,187 D9729F54EE75F11F6F47EEE1CCBC18DF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicCutscene19_KerriganSavesRaynor.ogg"
13,864,843ms ID:000F7EB6 Pr:01040000             0 +       792,369 51EA2CA8DD61D23A1DE42CDE3D72E8CD          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicEvent03_MissionIntro.ogg"
13,864,843ms ID:000F7EB6 Pr:01040000             0 +       792,369 51EA2CA8DD61D23A1DE42CDE3D72E8CD          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicEvent03_MissionIntro.ogg"
13,864,843ms ID:000F7EB6 Pr:01040000             0 +       792,369 51EA2CA8DD61D23A1DE42CDE3D72E8CD          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSpace02MusicEvent03_MissionIntro.ogg"
13,864,843ms ID:000F7EB7 Pr:01040000             0 +       997,360 E62D5A55AE063852227B04AF9D61A7EF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\zSM_ProtossPrisoner_Before_Exp02.ogg"
13,864,843ms ID:000F7EB7 Pr:01040000             0 +       997,360 E62D5A55AE063852227B04AF9D61A7EF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\zSM_ProtossPrisoner_Before_Exp02.ogg"
13,864,843ms ID:000F7EB7 Pr:01040000             0 +       997,360 E62D5A55AE063852227B04AF9D61A7EF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\zSM_ProtossPrisoner_Before_Exp02.ogg"
13,864,843ms ID:000F7EB8 Pr:01040000             0 +     1,059,598 B4995B96FB8125EFB72341F9C417397D          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\TValerian03MusicIntro.ogg"
13,864,843ms ID:000F7EB8 Pr:01040000             0 +     1,059,598 B4995B96FB8125EFB72341F9C417397D          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\TValerian03MusicIntro.ogg"
13,864,843ms ID:000F7EB8 Pr:01040000             0 +     1,059,598 B4995B96FB8125EFB72341F9C417397D          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\TValerian03MusicIntro.ogg"
13,864,843ms ID:000F7EB9 Pr:01040000             0 +     5,990,403 30267EE72BF42B190B5766ABB70EFFBC          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss2.ogg"
13,864,843ms ID:000F7EB9 Pr:01040000             0 +     5,990,403 30267EE72BF42B190B5766ABB70EFFBC          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss2.ogg"
13,864,843ms ID:000F7EB9 Pr:01040000             0 +     5,990,403 30267EE72BF42B190B5766ABB70EFFBC          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss2.ogg"
13,864,843ms ID:000F7EBA Pr:01040000             0 +     5,072,858 BF490DA2888E4279332600CCA61D13D3          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss4.ogg"
13,864,843ms ID:000F7EBA Pr:01040000             0 +     5,072,858 BF490DA2888E4279332600CCA61D13D3          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss4.ogg"
13,864,843ms ID:000F7EBA Pr:01040000             0 +     5,072,858 BF490DA2888E4279332600CCA61D13D3          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Protoss4.ogg"
13,864,843ms ID:000F7EBB Pr:01040000             0 +     5,446,415 794C89827B3E2086E86008407090F82C          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran3.ogg"
13,864,843ms ID:000F7EBB Pr:01040000             0 +     5,446,415 794C89827B3E2086E86008407090F82C          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran3.ogg"
13,864,843ms ID:000F7EBB Pr:01040000             0 +     5,446,415 794C89827B3E2086E86008407090F82C          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran3.ogg"
13,864,843ms ID:000F7EBC Pr:01040000             0 +     4,659,212 2C90258F34292B05674C8E6B7F9132AE          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran4.ogg"
13,864,843ms ID:000F7EBC Pr:01040000             0 +     4,659,212 2C90258F34292B05674C8E6B7F9132AE          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran4.ogg"
13,864,843ms ID:000F7EBC Pr:01040000             0 +     4,659,212 2C90258F34292B05674C8E6B7F9132AE          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Terran4.ogg"
13,872,890ms ID:000F7EBD Pr:01040000             0 +     2,390,507 8CF032F246AD6686C6B029F905E75DC7          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part02.ogg"
13,872,890ms ID:000F7EBE Pr:01040000             0 +       637,354 3EAE2AD1FE4F31B49B1C0CE6BE134A03          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Sting1.ogg"
13,872,890ms ID:000F7EBF Pr:01040000             0 +     8,854,606 34CBEC2FFFEEDA103311B0CCDDC1C2DE          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MainTitleSC1-01.ogg"
13,872,890ms ID:000F7EC0 Pr:01040000             0 +     2,394,728 E4B39201E63E61A26CB2305EC72061DF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue03.ogg"
13,872,890ms ID:000F7EBD Pr:01040000             0 +     2,390,507 8CF032F246AD6686C6B029F905E75DC7          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part02.ogg"
13,872,890ms ID:000F7EBE Pr:01040000             0 +       637,354 3EAE2AD1FE4F31B49B1C0CE6BE134A03          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Sting1.ogg"
13,872,890ms ID:000F7EBF Pr:01040000             0 +     8,854,606 34CBEC2FFFEEDA103311B0CCDDC1C2DE          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MainTitleSC1-01.ogg"
13,872,890ms ID:000F7EC0 Pr:01040000             0 +     2,394,728 E4B39201E63E61A26CB2305EC72061DF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue03.ogg"
13,872,890ms ID:000F7EBD Pr:01040000             0 +     2,390,507 8CF032F246AD6686C6B029F905E75DC7          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P15Part02.ogg"
13,872,890ms ID:000F7EBE Pr:01040000             0 +       637,354 3EAE2AD1FE4F31B49B1C0CE6BE134A03          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Sting1.ogg"
13,872,890ms ID:000F7EBF Pr:01040000             0 +     8,854,606 34CBEC2FFFEEDA103311B0CCDDC1C2DE          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MainTitleSC1-01.ogg"
13,872,890ms ID:000F7EC0 Pr:01040000             0 +     2,394,728 E4B39201E63E61A26CB2305EC72061DF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC01_Music_Cue03.ogg"
13,877,078ms ID:000F7EC1 Pr:01040000             0 +     4,860,787 D864F20DC54BA193F84C7D34E07D71C6          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\BattleNet_MusicwithEndFade.ogg"
13,877,078ms ID:000F7EC2 Pr:01040000             0 +     1,242,409 0E2F4AE7997E7C24AA5D78AE389623E3          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_DarkVictory_AmbientFasterTempo.ogg"
13,877,078ms ID:000F7EC3 Pr:01040000             0 +     1,859,737 82C6A5D7E7CC88ACCE7D60F3FA06B4AF          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_RhythmicTensionAmbient.ogg"
13,877,078ms ID:000F7EC4 Pr:01040000             0 +     3,880,373 6D0BDEEDD166B4397E3DC0A47144AD1D          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-05.ogg"
13,877,078ms ID:000F7EC5 Pr:01040000             0 +     1,037,548 24539D884830CD025B2D9AC2D6825697          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_01.ogg"
13,877,078ms ID:000F7EC6 Pr:01040000             0 +     3,659,695 A804E448B3625CB96647E90A93025FE9          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZergSC2-08.ogg"
13,877,078ms ID:000F7EC1 Pr:01040000             0 +     4,860,787 D864F20DC54BA193F84C7D34E07D71C6          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\BattleNet_MusicwithEndFade.ogg"
13,877,078ms ID:000F7EC2 Pr:01040000             0 +     1,242,409 0E2F4AE7997E7C24AA5D78AE389623E3          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_DarkVictory_AmbientFasterTempo.ogg"
13,877,078ms ID:000F7EC3 Pr:01040000             0 +     1,859,737 82C6A5D7E7CC88ACCE7D60F3FA06B4AF          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_RhythmicTensionAmbient.ogg"
13,877,078ms ID:000F7EC4 Pr:01040000             0 +     3,880,373 6D0BDEEDD166B4397E3DC0A47144AD1D          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-05.ogg"
13,877,078ms ID:000F7EC5 Pr:01040000             0 +     1,037,548 24539D884830CD025B2D9AC2D6825697          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_01.ogg"
13,877,078ms ID:000F7EC6 Pr:01040000             0 +     3,659,695 A804E448B3625CB96647E90A93025FE9          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZergSC2-08.ogg"
13,877,078ms ID:000F7EC1 Pr:01040000             0 +     4,860,787 D864F20DC54BA193F84C7D34E07D71C6          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\BattleNet_MusicwithEndFade.ogg"
13,877,078ms ID:000F7EC2 Pr:01040000             0 +     1,242,409 0E2F4AE7997E7C24AA5D78AE389623E3          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_DarkVictory_AmbientFasterTempo.ogg"
13,877,078ms ID:000F7EC3 Pr:01040000             0 +     1,859,737 82C6A5D7E7CC88ACCE7D60F3FA06B4AF          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\MissionMusic\Music_RhythmicTensionAmbient.ogg"
13,877,078ms ID:000F7EC4 Pr:01040000             0 +     3,880,373 6D0BDEEDD166B4397E3DC0A47144AD1D          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\TerranSC2-05.ogg"
13,877,078ms ID:000F7EC5 Pr:01040000             0 +     1,037,548 24539D884830CD025B2D9AC2D6825697          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_01.ogg"
13,877,078ms ID:000F7EC6 Pr:01040000             0 +     3,659,695 A804E448B3625CB96647E90A93025FE9          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZergSC2-08.ogg"
13,877,078ms ID:000F7EC7 Pr:01040000             0 +     2,876,979 B26D30625BE00B8E05FD98D41B6CC6FE          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Zerus_1.ogg"
13,877,078ms ID:000F7EC8 Pr:01040000             0 +     1,247,106 12B2066A4B03FC9AF24CFFE221F8A145          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_07.ogg"
13,877,078ms ID:000F7EC9 Pr:01040000             0 +     5,344,562 90BC0EBB50EE11C54D388B21D8E818E2          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Corruptors.ogg"
13,877,078ms ID:000F7ECA Pr:01040000             0 +     5,795,898 938F3F4B34E63C7A949E33FD843E1155          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Zerg1.ogg"
13,877,078ms ID:000F7ECB Pr:01040000             0 +     1,818,895 AC6BBCCDB2D255F2EE30DDFD746F4A38          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Kaldir3_Ambient.ogg"
13,877,078ms ID:000F7ECC Pr:01040000             0 +       804,163 711B610EFD156CF426FA74D359985774          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P06CinePart01.ogg"
13,877,078ms ID:000F7ECD Pr:01040000             0 +     5,597,469 7B876FE09022F84DA28A4562BBE3BBA8          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ProtossSC2-02.ogg"
13,877,078ms ID:000F7EC7 Pr:01040000             0 +     2,876,979 B26D30625BE00B8E05FD98D41B6CC6FE          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Zerus_1.ogg"
13,877,078ms ID:000F7EC8 Pr:01040000             0 +     1,247,106 12B2066A4B03FC9AF24CFFE221F8A145          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_07.ogg"
13,877,078ms ID:000F7EC9 Pr:01040000             0 +     5,344,562 90BC0EBB50EE11C54D388B21D8E818E2          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Corruptors.ogg"
13,877,078ms ID:000F7ECA Pr:01040000             0 +     5,795,898 938F3F4B34E63C7A949E33FD843E1155          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Zerg1.ogg"
13,877,078ms ID:000F7ECB Pr:01040000             0 +     1,818,895 AC6BBCCDB2D255F2EE30DDFD746F4A38          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Kaldir3_Ambient.ogg"
13,877,078ms ID:000F7ECC Pr:01040000             0 +       804,163 711B610EFD156CF426FA74D359985774          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P06CinePart01.ogg"
13,877,078ms ID:000F7ECD Pr:01040000             0 +     5,597,469 7B876FE09022F84DA28A4562BBE3BBA8          ProcessUnprocessedRequests(): Request already completed "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ProtossSC2-02.ogg"
13,877,078ms ID:000F7EC7 Pr:01040000             0 +     2,876,979 B26D30625BE00B8E05FD98D41B6CC6FE          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Zerus_1.ogg"
13,877,078ms ID:000F7EC8 Pr:01040000             0 +     1,247,106 12B2066A4B03FC9AF24CFFE221F8A145          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_07.ogg"
13,877,078ms ID:000F7EC9 Pr:01040000             0 +     5,344,562 90BC0EBB50EE11C54D388B21D8E818E2          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Corruptors.ogg"
13,877,078ms ID:000F7ECA Pr:01040000             0 +     5,795,898 938F3F4B34E63C7A949E33FD843E1155          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\SC1_Zerg1.ogg"
13,877,078ms ID:000F7ECB Pr:01040000             0 +     1,818,895 AC6BBCCDB2D255F2EE30DDFD746F4A38          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ZSwarm_Music_Kaldir3_Ambient.ogg"
13,877,078ms ID:000F7ECC Pr:01040000             0 +       804,163 711B610EFD156CF426FA74D359985774          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P06CinePart01.ogg"
13,877,078ms ID:000F7ECD Pr:01040000             0 +     5,597,469 7B876FE09022F84DA28A4562BBE3BBA8          ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\ProtossSC2-02.ogg"
13,877,078ms ID:000F7ECE Pr:01040000             0 +     1,109,881 27A745C041EB8A00A555A5B3AD4F84FA          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P16Part01.ogg"
13,877,078ms ID:000F7ECF Pr:01040000             0 +     1,984,166 F898039246B63F3DE5DFC5338AE60437          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\P05Remix.ogg"
13,877,078ms ID:000F7ED0 Pr:01040000             0 +     1,432,484 117A25EC5880AA0C02A52EB7F6BF2351          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\Prologue_UI.ogg"
13,877,078ms ID:000F7ED1 Pr:01040000             0 +     2,421,141 2F702ACA3F19B573CF8EC2679E6CBA71          RequestFile() "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Music\nDLC03_Music_Cue02.ogg"
